"","nk","msb_cat_no","order","family","species","day","month","year","lat","long","elevation","sex","mass","hb","hct","hct_percent","rbc","mchc","mcv","mch","notes"
"1",159702,27049,NA,NA,"Patagona_gigas",NA,"November",2006,-11.758317,-76.584633,3040,"unknown",NA,FALSE,NA,NA,NA,NA,NA,NA,NA
"2",159711,27056,"Passeriformes","Thraupidae","Conirostrum cinereum",25,"November",2006,-13.6253333333333,-71.718,3120,"male",9.5,FALSE,0.53084,53.084,NA,0,NA,NA,NA
"3",159712,27057,"Passeriformes","Thraupidae","Conirostrum cinereum",25,"November",2006,-13.6253333333333,-71.718,3120,"male",9.2,FALSE,0.57803,57.803,NA,0,NA,NA,NA
"4",159713,27058,"Passeriformes","Thraupidae","Catamenia analis",25,"November",2006,-13.6253333333333,-71.718,3120,"male",12.1,FALSE,0.51562,51.562,NA,0,NA,NA,"tHb delayed one minute"
"5",159714,27059,"Passeriformes","Passerellidae","Zonotrichia capensis",25,"November",2006,-13.6253333333333,-71.718,3120,"male",20.4,FALSE,0.48476,48.476,NA,0,NA,NA,NA
"6",159715,27060,"Passeriformes","Passerellidae","Zonotrichia capensis",25,"November",2006,-13.6253333333333,-71.718,3120,"male",21.3,FALSE,0.46455,46.455,NA,0,NA,NA,NA
"7",159716,31187,"Passeriformes","Thraupidae","Pipraeidea bonariensis",25,"November",2006,-13.6253333333333,-71.718,3120,"male",32.9,FALSE,0.54858,54.858,NA,0,NA,NA,NA
"8",159718,27062,"Apodiformes","Trochilidae","Lesbia nuna",26,"November",2006,-13.6253333333333,-71.718,3120,"male",4,FALSE,0.57951,57.951,6.47,0,89.5687789799073,0,NA
"9",159719,27063,"Passeriformes","Icteridae","Agelasticus thilius",26,"November",2006,-13.6253333333333,-71.718,3120,"female",29.4,FALSE,0.4797,47.97,NA,0,NA,NA,NA
"10",159720,27064,"Passeriformes","Thraupidae","Diglossa brunneiventris",26,"November",2006,-13.6253333333333,-71.718,3120,"male",10.2,FALSE,0.47633,47.633,NA,0,NA,NA,"tHb delayed one minute"
"11",159723,27067,"Apodiformes","Trochilidae","Lesbia nuna",26,"November",2006,-13.6253333333333,-71.718,3120,"male",3.8,FALSE,0.55432,55.432,6.42,0,86.3426791277259,0,"tHb delayed 2 minutes"
"12",159724,27068,"Passeriformes","Fringillidae","Spinus magellanicus",26,"November",2006,-13.6253333333333,-71.718,3120,"male",14.5,FALSE,0.61075,61.075,NA,0,NA,NA,NA
"13",159725,27069,NA,NA,"Patagona_gigas",NA,"November",2006,-13.625333,-71.718,3120,"male",21.3,FALSE,NA,NA,NA,NA,NA,NA,NA
"14",159726,27070,"Passeriformes","Thraupidae","Diglossa brunneiventris",26,"November",2006,-13.6253333333333,-71.718,3120,"male",12.8,FALSE,0.48138,48.138,NA,0,NA,NA,NA
"15",159727,27071,"Passeriformes","Thraupidae","Catamenia analis",26,"November",2006,-13.6253333333333,-71.718,3120,"male",12,FALSE,0.53189,53.189,NA,0,NA,NA,NA
"16",159728,27072,"Passeriformes","Furnariidae","Asthenes helleri",26,"November",2006,-13.6253333333333,-71.718,3120,"male",15,FALSE,0.47743,47.743,NA,0,NA,NA,NA
"17",159729,27073,"Apodiformes","Trochilidae","Patagona gigas",27,"November",2006,-13.6253333333333,-71.718,3120,"male",21.1,FALSE,0.57925,57.925,5.49,0,105.510018214936,0,NA
"18",159731,27075,"Passeriformes","Furnariidae","Asthenes helleri",27,"November",2006,-13.6253333333333,-71.718,3120,"male",13.5,FALSE,0.45446,45.446,NA,0,NA,NA,NA
"19",159732,27076,"Passeriformes","Troglodytidae","Troglodytes aedon",27,"November",2006,-13.6253333333333,-71.718,3120,"male",12.3,FALSE,0.40145,40.145,NA,0,NA,NA,NA
"20",159733,27077,"Passeriformes","Thraupidae","Diglossa brunneiventris",27,"November",2006,-13.6253333333333,-71.718,3120,"male",10.2,FALSE,0,0,NA,NA,NA,NA,"tHb delayed one minute, distracted, forgot to measure hct!"
"21",159734,27078,"Passeriformes","Furnariidae","Asthenes helleri",27,"November",2006,-13.6253333333333,-71.718,3120,"male",12.9,FALSE,0.51806,51.806,NA,0,NA,NA,NA
"22",159735,27079,"Apodiformes","Trochilidae","Lesbia nuna",27,"November",2006,-13.6253333333333,-71.718,3120,"female",3.8,FALSE,0.58388,58.388,7.98,0,73.1679197994987,0,NA
"23",159736,27080,"Apodiformes","Trochilidae","Colibri coruscans",27,"November",2006,-13.6253333333333,-71.718,3120,"male",9.2,FALSE,0.60374,60.374,5.74,0,105.18118466899,0,NA
"24",159737,27081,"Passeriformes","Furnariidae","Asthenes helleri",27,"November",2006,-13.6253333333333,-71.718,3120,"male",13.4,FALSE,0.49068,49.068,NA,0,NA,NA,NA
"25",159738,31188,"Apodiformes","Trochilidae","Lesbia nuna",28,"November",2006,-13.6253333333333,-71.718,3120,"male",4.5,FALSE,0.54668,54.668,5.01,0,109.117764471058,0,NA
"26",159741,27084,"Apodiformes","Trochilidae","Oreonympha nobilis",28,"November",2006,-13.6253333333333,-71.718,3120,"male",7.3,FALSE,0.5178,51.78,5.31,0,97.5141242937853,0,NA
"27",159745,27088,"Apodiformes","Trochilidae","Lesbia victoriae",28,"November",2006,-13.6253333333333,-71.718,3120,"female",3.65,FALSE,0.51957,51.957,6.46,0,80.4287925696594,0,NA
"28",159748,27091,"Caprimulgiformes","Caprimulgidae","Systellura longirostris",28,"November",2006,-13.6253333333333,-71.718,3120,"male",35.9,FALSE,0.47237,47.237,NA,0,NA,NA,NA
"29",159749,27092,"Apodiformes","Trochilidae","Lesbia nuna",28,"November",2006,-13.6253333333333,-71.718,3120,"male",4.6,FALSE,0.6519,65.19,7.56,0,86.2301587301587,0,NA
"30",159750,27093,"Apodiformes","Trochilidae","Colibri coruscans",28,"November",2006,-13.6253333333333,-71.718,3120,"male",9.3,FALSE,0.59518,59.518,6.29,0,94.6232114467409,0,NA
"31",159751,27094,"Apodiformes","Trochilidae","Lesbia nuna",29,"November",2006,-13.6253333333333,-71.718,3120,"female",3.6,FALSE,0.6177,61.77,7.4,0,83.472972972973,0,NA
"32",159752,31189,"Apodiformes","Trochilidae","Colibri coruscans",29,"November",2006,-13.6253333333333,-71.718,3120,"female",7.4,FALSE,0.55,55,5.08,0,108.267716535433,0,NA
"33",159753,27095,"Apodiformes","Trochilidae","Colibri coruscans",29,"November",2006,-13.6253333333333,-71.718,3120,"female",8.2,FALSE,0.53524,53.524,5.34,0,100.232209737828,0,NA
"34",159754,27096,"Apodiformes","Trochilidae","Colibri coruscans",29,"November",2006,-13.6253333333333,-71.718,3120,"female",8.9,FALSE,0.47647,47.647,4.6,0,103.580434782609,0,NA
"35",159755,27097,"Passeriformes","Tyrannidae","Anairetes alpinus",1,"December",2006,-13.1993333333333,-72.16,4330,"male",9.8,FALSE,0.55776,55.776,NA,0,NA,NA,"juv"
"36",159756,27098,"Passeriformes","Tyrannidae","Anairetes alpinus",1,"December",2006,-13.1993333333333,-72.16,4330,"male",9.4,FALSE,0.50918,50.918,NA,0,NA,NA,"juv"
"37",159757,27099,"Passeriformes","Tyrannidae","Anairetes alpinus",1,"December",2006,-13.1993333333333,-72.16,4330,"male",9.2,FALSE,0.51955,51.955,NA,0,NA,NA,"adult"
"38",159758,27100,"Passeriformes","Thraupidae","Diglossa brunneiventris",1,"December",2006,-13.1993333333333,-72.16,4400,"male",12.3,FALSE,0.56589,56.589,NA,0,NA,NA,NA
"39",159759,27101,"Passeriformes","Tyrannidae","Ochthoeca rufipectoralis",1,"December",2006,-13.1993333333333,-72.16,4330,"female",10,FALSE,0.59693,59.693,NA,0,NA,NA,NA
"40",159760,27102,"Passeriformes","Thraupidae","Conirostrum cinereum",1,"December",2006,-13.1993333333333,-72.16,4330,"male",9.6,FALSE,0.58016,58.016,NA,0,NA,NA,NA
"41",159761,27103,"Passeriformes","Tyrannidae","Anairetes parulus",1,"December",2006,-13.1993333333333,-72.16,4330,"female",6,FALSE,0.56853,56.853,NA,0,NA,NA,NA
"42",159762,27104,"Passeriformes","Furnariidae","Cranioleuca albicapilla",1,"December",2006,-13.1993333333333,-72.16,4330,"female",18.9,FALSE,0.5691,56.91,NA,0,NA,NA,NA
"43",159764,27106,"Passeriformes","Furnariidae","Leptasthenura xenothorax",2,"December",2006,-13.1993333333333,-72.16,4330,"male",10.8,FALSE,0.52809,52.809,NA,0,NA,NA,NA
"44",159765,27107,"Passeriformes","Furnariidae","Asthenes humilis",2,"December",2006,-13.1993333333333,-72.16,4330,"male",23.2,FALSE,0.55324,55.324,NA,0,NA,NA,NA
"45",159766,27108,"Passeriformes","Furnariidae","Leptasthenura xenothorax",2,"December",2006,-13.1993333333333,-72.16,4470,"male",11.3,FALSE,0.55382,55.382,NA,0,NA,NA,NA
"46",159767,27109,"Passeriformes","Thraupidae","Xenodacnis parina",2,"December",2006,-13.1993333333333,-72.16,4330,"male",10.9,FALSE,0.5261,52.61,NA,0,NA,NA,"maybe lost a little blood on unopette entry"
"47",159770,27112,"Passeriformes","Furnariidae","Leptasthenura yanacensis",2,"December",2006,-13.1993333333333,-72.16,4330,"female",10.4,FALSE,0.53595,53.595,NA,0,NA,NA,NA
"48",159778,27120,"Passeriformes","Furnariidae","Asthenes helleri",3,"December",2006,-13.1993333333333,-72.16,4330,"male",12.9,FALSE,0.55932,55.932,NA,0,NA,NA,NA
"49",159780,27122,"Apodiformes","Trochilidae","Aglaeactis castelnaudii",3,"December",2006,-13.1993333333333,-72.16,4470,"female",6.5,FALSE,0.57776,57.776,6.25,0,92.4416,0,NA
"50",159782,27124,"Apodiformes","Trochilidae","Aglaeactis castelnaudii",3,"December",2006,-13.1993333333333,-72.16,4470,"female",6.5,FALSE,0.62153,62.153,7.62,0,81.5656167979003,0,NA
"51",159783,27125,"Apodiformes","Trochilidae","Aglaeactis castelnaudii",3,"December",2006,-13.1993333333333,-72.16,4330,"female",6.5,FALSE,0.5383,53.83,7.06,0,76.2464589235127,0,NA
"52",159787,27129,"Passeriformes","Thraupidae","Oreomanes fraseri",4,"December",2006,-13.1993333333333,-72.16,4330,"female",24.1,FALSE,0.55229,55.229,NA,0,NA,NA,NA
"53",159788,27130,"Passeriformes","Hirundinidae","Orochelidon murina",4,"December",2006,-13.1993333333333,-72.16,4300,"male",10.9,FALSE,0.60401,60.401,NA,0,NA,NA,NA
"54",159789,27131,"Passeriformes","Troglodytidae","Troglodytes aedon",4,"December",2006,-13.1993333333333,-72.16,4300,"male",10.3,FALSE,0.53592,53.592,NA,0,NA,NA,"odd round RBC's"
"55",159790,27132,"Passeriformes","Troglodytidae","Troglodytes aedon",4,"December",2006,-13.1993333333333,-72.16,4300,"female",11.4,FALSE,0.56901,56.901,NA,0,NA,NA,"slight delay on tHb, odd round RBC's"
"56",159791,27133,"Passeriformes","Tyrannidae","Ochthoeca rufipectoralis",4,"December",2006,-13.1993333333333,-72.16,4300,"male",12,FALSE,0.64143,64.143,NA,0,NA,NA,NA
"57",159792,27134,"Passeriformes","Hirundinidae","Orochelidon murina",4,"December",2006,-13.1993333333333,-72.16,4470,"female",11.8,FALSE,0.6063,60.63,NA,0,NA,NA,NA
"58",159793,27135,"Passeriformes","Furnariidae","Leptasthenura yanacensis",4,"December",2006,-13.1993333333333,-72.16,4400,"male",10,FALSE,0.57726,57.726,NA,0,NA,NA,NA
"59",159794,27136,"Passeriformes","Tyrannidae","Ochthoeca oenanthoides",5,"December",2006,-13.1993333333333,-72.16,4400,"male",15.3,FALSE,0.53462,53.462,NA,0,NA,NA,NA
"60",159795,27137,"Passeriformes","Thraupidae","Oreomanes fraseri",5,"December",2006,-13.1993333333333,-72.16,4300,"female",21,FALSE,0.52312,52.312,NA,0,NA,NA,NA
"61",159797,27139,"Apodiformes","Trochilidae","Aglaeactis castelnaudii",5,"December",2006,-13.1993333333333,-72.16,4330,"female",7.2,FALSE,0.66296,66.296,7.34,0,90.3215258855586,0,NA
"62",159798,27140,"Apodiformes","Trochilidae","Aglaeactis castelnaudii",5,"December",2006,-13.1993333333333,-72.16,4400,"male",6.5,FALSE,0.56985,56.985,6.38,0,89.3181818181818,0,NA
"63",159800,27142,"Apodiformes","Trochilidae","Aglaeactis castelnaudii",5,"December",2006,-13.1993333333333,-72.16,4330,"female",6.5,FALSE,0.58485,58.485,6.45,0,90.6744186046512,0,NA
"64",159801,27143,"Apodiformes","Trochilidae","Aglaeactis castelnaudii",5,"December",2006,-13.1993333333333,-72.16,4330,"female",6.5,FALSE,0.57664,57.664,6.83,0,84.4275256222548,0,NA
"65",159802,27144,"Passeriformes","Thraupidae","Diglossa brunneiventris",6,"December",2006,-13.1993333333333,-72.16,4300,"male",10.9,FALSE,0.58554,58.554,NA,0,NA,NA,NA
"66",159803,27145,"Passeriformes","Thraupidae","Phrygilus unicolor",6,"December",2006,-13.1993333333333,-72.16,4310,"male",24.9,FALSE,0.52328,52.328,NA,0,NA,NA,NA
"67",159804,27146,"Passeriformes","Thraupidae","Oreomanes fraseri",6,"December",2006,-13.1993333333333,-72.16,4300,"female",21.9,FALSE,0.50836,50.836,NA,0,NA,NA,NA
"68",159808,27149,"Apodiformes","Trochilidae","Aglaeactis castelnaudii",6,"December",2006,-13.1993333333333,-72.16,4470,"female",6.2,FALSE,0.56887,56.887,7.5,0,75.8493333333333,0,NA
"69",159809,27150,"Apodiformes","Trochilidae","Aglaeactis castelnaudii",6,"December",2006,-13.1993333333333,-72.16,4300,"female",7.2,FALSE,0.66328,66.328,8.09,0,81.9876390605686,0,"1 minute delay on tHb measurement due to error EO8 on Hemocue"
"70",159810,27151,"Apodiformes","Trochilidae","Chalcostigma stanleyi",6,"December",2006,-13.1993333333333,-72.16,4300,"male",6,FALSE,0.61725,61.725,7.14,0,86.4495798319328,0,NA
"71",159811,27152,"Apodiformes","Trochilidae","Aglaeactis cupripennis",6,"December",2006,-13.1993333333333,-72.16,4300,"female",6.6,FALSE,0.59064,59.064,6.41,0,92.1435257410296,0,NA
"72",159813,27153,"Passeriformes","Tyrannidae","Ochthoeca rufipectoralis",8,"December",2006,-13.2493333333333,-72.1691666666667,3380,"female",9.5,FALSE,0.4985,49.85,NA,0,NA,NA,NA
"73",159814,27154,"Passeriformes","Troglodytidae","Troglodytes aedon",8,"December",2006,-13.2493333333333,-72.1691666666667,3380,"male",11.3,FALSE,0.39503,39.503,NA,0,NA,NA,NA
"74",159815,27155,"Passeriformes","Turdidae","Turdus chiguanco",8,"December",2006,-13.2493333333333,-72.1691666666667,3380,"female",135.8,FALSE,0.4836,48.36,NA,0,NA,NA,NA
"75",159816,27156,"Passeriformes","Cotingidae","Ampelion rubrocristatus",8,"December",2006,-13.2493333333333,-72.1691666666667,3380,"male",52.2,FALSE,0.5429,54.29,NA,0,NA,NA,NA
"76",159817,27157,"Passeriformes","Tyrannidae","Ochthoeca rufipectoralis",8,"December",2006,-13.2493333333333,-72.1691666666667,3380,"male",10.6,FALSE,0.50515,50.515,NA,0,NA,NA,NA
"77",159819,27159,"Passeriformes","Thraupidae","Conirostrum cinereum",8,"December",2006,-13.2493333333333,-72.1691666666667,3380,"male",9.2,FALSE,0.52686,52.686,NA,0,NA,NA,NA
"78",159820,27160,"Passeriformes","Tyrannidae","Ochthoeca rufipectoralis",8,"December",2006,-13.2493333333333,-72.1691666666667,3380,"male",11.2,FALSE,0.53509,53.509,NA,0,NA,NA,NA
"79",159822,27162,"Passeriformes","Tyrannidae","Anairetes parulus",8,"December",2006,-13.2493333333333,-72.1691666666667,3380,"male",6.3,FALSE,0.48977,48.977,NA,0,NA,NA,NA
"80",159823,27163,"Passeriformes","Tyrannidae","Ochthoeca rufipectoralis",8,"December",2006,-13.2493333333333,-72.1691666666667,3380,"male",10.5,FALSE,0.60283,60.283,NA,0,NA,NA,NA
"81",159824,27164,"Passeriformes","Hirundinidae","Orochelidon murina",8,"December",2006,-13.2493333333333,-72.1691666666667,3380,"male",11.3,FALSE,0.59637,59.637,NA,0,NA,NA,NA
"82",159825,27165,"Passeriformes","Hirundinidae","Orochelidon murina",8,"December",2006,-13.2493333333333,-72.1691666666667,3380,"male",11.6,FALSE,0.66608,66.608,NA,0,NA,NA,NA
"83",159826,27166,"Passeriformes","Furnariidae","Cranioleuca albicapilla",8,"December",2006,-13.2493333333333,-72.1691666666667,3380,"female",20.2,FALSE,0.52944,52.944,NA,0,NA,NA,NA
"84",159827,27167,"Passeriformes","Furnariidae","Cranioleuca albicapilla",8,"December",2006,-13.2493333333333,-72.1691666666667,3380,"male",22.7,FALSE,0.6355,63.55,NA,0,NA,NA,NA
"85",159828,27168,"Passeriformes","Passerellidae","Zonotrichia capensis",9,"December",2006,-13.2493333333333,-72.1691666666667,3380,"female",21.9,FALSE,0.51296,51.296,NA,0,NA,NA,NA
"86",159829,27169,"Passeriformes","Hirundinidae","Orochelidon murina",9,"December",2006,-13.2493333333333,-72.1691666666667,3380,"male",10.1,FALSE,0.55173,55.173,NA,0,NA,NA,NA
"87",159832,27172,"Passeriformes","Thraupidae","Conirostrum cinereum",9,"December",2006,-13.2493333333333,-72.1691666666667,3380,"male",9.1,FALSE,0.56667,56.667,NA,0,NA,NA,NA
"88",159833,27173,"Passeriformes","Thraupidae","Thlypopsis ruficeps",9,"December",2006,-13.2493333333333,-72.1691666666667,3380,"male",13.4,FALSE,0.59534,59.534,NA,0,NA,NA,NA
"89",159834,27174,"Passeriformes","Troglodytidae","Troglodytes aedon",9,"December",2006,-13.2493333333333,-72.1691666666667,3380,"female",10.9,FALSE,0.47799,47.799,NA,0,NA,NA,NA
"90",159835,27175,"Passeriformes","Fringillidae","Spinus magellanicus",9,"December",2006,-13.2493333333333,-72.1691666666667,3500,"male",11.9,FALSE,0.65155,65.155,NA,0,NA,NA,NA
"91",159836,27176,"Passeriformes","Fringillidae","Spinus magellanicus",9,"December",2006,-13.2493333333333,-72.1691666666667,3500,"male",13.9,FALSE,0.5683,56.83,NA,0,NA,NA,NA
"92",159837,27177,"Passeriformes","Tyrannidae","Elaenia pallatangae",9,"December",2006,-13.2493333333333,-72.1691666666667,3380,"male",16.3,FALSE,0.53489,53.489,NA,0,NA,NA,NA
"93",159841,27180,"Piciformes","Picidae","Colaptes rupicola",9,"December",2006,-13.2493333333333,-72.1691666666667,3380,"male",162.5,FALSE,0.53348,53.348,NA,0,NA,NA,NA
"94",159843,27182,"Passeriformes","Turdidae","Turdus chiguanco",10,"December",2006,-13.2493333333333,-72.1691666666667,3380,"female",123.5,FALSE,0.48488,48.488,NA,0,NA,NA,NA
"95",159844,27183,"Passeriformes","Thraupidae","Pipraeidea bonariensis",10,"December",2006,-13.2493333333333,-72.1691666666667,3380,"female",36.8,FALSE,0.5842,58.42,NA,0,NA,NA,NA
"96",159845,27184,"Passeriformes","Cotingidae","Ampelion rubrocristatus",10,"December",2006,-13.2493333333333,-72.1691666666667,3380,"male",57.9,FALSE,0.52167,52.167,NA,0,NA,NA,NA
"97",159846,27185,"Apodiformes","Trochilidae","Metallura tyrianthina",10,"December",2006,-13.2493333333333,-72.1691666666667,3380,"male",3.8,FALSE,0.55449,55.449,6.19,0,89.578352180937,0,NA
"98",159847,27186,"Apodiformes","Trochilidae","Metallura tyrianthina",10,"December",2006,-13.2493333333333,-72.1691666666667,3380,"male",3.8,FALSE,0.58285,58.285,7.01,0,83.1455064194009,0,NA
"99",159848,27187,"Passeriformes","Tyrannidae","Ochthoeca rufipectoralis",10,"December",2006,-13.2493333333333,-72.1691666666667,3380,"female",10.8,FALSE,0.59142,59.142,NA,0,NA,NA,NA
"100",159851,31193,"Apodiformes","Trochilidae","Metallura tyrianthina",11,"December",2006,-13.2493333333333,-72.1691666666667,3380,"male",3.6,FALSE,0.58006,58.006,5.26,0,110.277566539924,0,NA
"101",159852,27190,"Passeriformes","Thraupidae","Pipraeidea bonariensis",11,"December",2006,-13.2493333333333,-72.1691666666667,3400,"male",34.2,FALSE,0.50947,50.947,NA,0,NA,NA,NA
"102",159853,27191,"Apodiformes","Trochilidae","Oreonympha nobilis",11,"December",2006,-13.2493333333333,-72.1691666666667,3380,"male",7.5,FALSE,0.58654,58.654,4.93,0,118.973630831643,0,"tHB cuvette may have been underfilled"
"103",159854,27192,"Passeriformes","Tyrannidae","Ochthoeca rufipectoralis",11,"December",2006,-13.2493333333333,-72.1691666666667,3380,"male",10,FALSE,0.54106,54.106,NA,0,NA,NA,NA
"104",159855,27193,"Passeriformes","Tyrannidae","Ochthoeca rufipectoralis",11,"December",2006,-13.2493333333333,-72.1691666666667,3380,"male",10.6,FALSE,0.48139,48.139,NA,0,NA,NA,NA
"105",159856,31194,"Passeriformes","Thraupidae","Pipraeidea bonariensis",11,"December",2006,-13.2493333333333,-72.1691666666667,3380,"male",31.9,FALSE,0.60535,60.535,NA,0,NA,NA,NA
"106",159857,27194,"Passeriformes","Thraupidae","Thlypopsis ruficeps",11,"December",2006,-13.2493333333333,-72.1691666666667,3380,"male",13.2,FALSE,0.54908,54.908,NA,0,NA,NA,"tHb is after E08, but 2nd cuvette was 18.9"
"107",159858,27195,"Passeriformes","Tyrannidae","Ochthoeca rufipectoralis",11,"December",2006,-13.2493333333333,-72.1691666666667,3380,"female",10.2,FALSE,0.55528,55.528,NA,0,NA,NA,NA
"108",159859,27196,"Passeriformes","Thraupidae","Diglossa sittoides",11,"December",2006,-13.2653333333333,-72.1816666666667,3019,"male",8.2,FALSE,0.60702,60.702,NA,0,NA,NA,NA
"109",159860,27197,"Apodiformes","Trochilidae","Oreonympha nobilis",11,"December",2006,-13.2493333333333,-72.1691666666667,3360,"male",7.8,FALSE,0.59375,59.375,5.57,0,106.597845601436,0,"some question about unopette success"
"110",159862,31195,"Apodiformes","Trochilidae","Metallura tyrianthina",11,"December",2006,-13.2493333333333,-72.1691666666667,3380,"female",3.3,FALSE,0.57056,57.056,6.12,0,93.2287581699346,0,NA
"111",159863,27199,"Passeriformes","Hirundinidae","Orochelidon murina",11,"December",2006,-13.2493333333333,-72.1691666666667,3360,"male",11,FALSE,0.58721,58.721,NA,0,NA,NA,NA
"112",159864,27200,"Passeriformes","Hirundinidae","Orochelidon murina",11,"December",2006,-13.2493333333333,-72.1691666666667,3360,"female",12.4,FALSE,0.56217,56.217,NA,0,NA,NA,NA
"113",159867,31196,"Apodiformes","Trochilidae","Metallura tyrianthina",12,"December",2006,-13.2493333333333,-72.1691666666667,3380,"female",3.3,FALSE,0.5366,53.66,5.4,0,99.3703703703704,0,NA
"114",159870,27205,"Apodiformes","Trochilidae","Metallura tyrianthina",12,"December",2006,-13.2493333333333,-72.1691666666667,3380,"male",3.8,FALSE,0.57022,57.022,5.79,0,98.4835924006908,0,NA
"115",159871,31197,"Apodiformes","Trochilidae","Metallura tyrianthina",12,"December",2006,-13.2493333333333,-72.1691666666667,3380,"male",3.8,FALSE,0.62455,62.455,6.47,0,96.5301391035549,0,NA
"116",159872,27206,"Passeriformes","Thraupidae","Diglossa sittoides",12,"December",2006,-13.2653333333333,-72.1816666666667,3019,"female",8.4,FALSE,0.56222,56.222,NA,0,NA,NA,NA
"117",159873,27207,"Passeriformes","Passerellidae","Zonotrichia capensis",12,"December",2006,-13.2674,-72.1822333333333,3005,"male",20.8,FALSE,0.51863,51.863,NA,0,NA,NA,NA
"118",159874,27208,"Passeriformes","Cardinalidae","Pheucticus aureoventris",12,"December",2006,-13.2674,-72.1822333333333,3005,"female",50.2,FALSE,0.60335,60.335,NA,0,NA,NA,NA
"119",159875,27209,"Passeriformes","Thraupidae","Pipraeidea bonariensis",12,"December",2006,-13.2674,-72.1822333333333,3005,"male",31.2,FALSE,0.52205,52.205,NA,0,NA,NA,NA
"120",159877,27211,"Passeriformes","Cotingidae","Ampelion rubrocristatus",12,"December",2006,-13.2493333333333,-72.1691666666667,3380,"male",55,FALSE,0.57532,57.532,NA,0,NA,NA,NA
"121",159878,27212,"Psittaciformes","Psittacidae","Bolborhynchus orbygnesius",12,"December",2006,-13.2493333333333,-72.1691666666667,3380,"male",34.8,FALSE,0.49532,49.532,NA,0,NA,NA,NA
"122",159879,31198,"Apodiformes","Trochilidae","Metallura tyrianthina",12,"December",2006,-13.2493333333333,-72.1691666666667,3380,"male",3.6,FALSE,0.64009,64.009,7.38,0,86.7330623306233,0,NA
"123",159881,27214,"Apodiformes","Trochilidae","Metallura tyrianthina",12,"December",2006,-13.2493333333333,-72.1691666666667,3380,"female",3.6,FALSE,0.55896,55.896,5.91,0,94.5786802030457,0,NA
"124",159887,27218,"Passeriformes","Troglodytidae","Troglodytes aedon",13,"December",2006,-13.2493333333333,-72.1691666666667,3380,"male",10.7,FALSE,0.53408,53.408,NA,0,NA,NA,NA
"125",159888,27219,"Apodiformes","Trochilidae","Metallura tyrianthina",13,"December",2006,-13.2493333333333,-72.1691666666667,3380,"female",3.5,FALSE,0.6391,63.91,6.6,0,96.8333333333333,0,NA
"126",159889,27220,"Apodiformes","Trochilidae","Lesbia victoriae",13,"December",2006,-13.2493333333333,-72.1691666666667,3380,"female",4.3,FALSE,0.5898,58.98,6.61,0,89.2284417549168,0,NA
"127",159890,27221,"Apodiformes","Trochilidae","Patagona gigas",13,"December",2006,-13.2493333333333,-72.1691666666667,3360,"male",25.2,FALSE,0.58746,58.746,5.89,0,99.7385398981324,0,"4 Hct tube replicates, saved in 2 tubes"
"128",159891,27222,NA,NA,"Patagona_gigas",NA,"December",2006,-13.249333,-72.169167,3380,"female",17.6,FALSE,NA,NA,NA,NA,NA,NA,NA
"129",159896,27225,"Apodiformes","Trochilidae","Metallura tyrianthina",14,"December",2006,-13.2493333333333,-72.1691666666667,3380,"female",3.2,FALSE,0.57869,57.869,5.47,0,105.793418647166,0,NA
"130",159897,31203,"Apodiformes","Trochilidae","Metallura tyrianthina",14,"December",2006,-13.2493333333333,-72.1691666666667,3380,"female",3.5,FALSE,0.60876,60.876,5.38,0,113.152416356877,0,NA
"131",159898,27226,"Apodiformes","Trochilidae","Lesbia nuna",14,"December",2006,-13.2674,-72.1822333333333,3005,"female",3.7,FALSE,0.56638,56.638,5.59,0,101.320214669052,0,"Unopette from Hct tube"
"132",159899,27227,"Apodiformes","Trochilidae","Amazilia viridicauda",14,"December",2006,-13.2674,-72.1822333333333,3005,"female",5.9,FALSE,0.62493,62.493,6.04,0,103.465231788079,0,NA
"133",159900,27228,"Apodiformes","Trochilidae","Amazilia viridicauda",14,"December",2006,-13.2674,-72.1822333333333,3005,"male",5.9,FALSE,0.63525,63.525,5.61,0,113.235294117647,0,NA
"134",159901,27229,"Apodiformes","Trochilidae","Amazilia viridicauda",15,"December",2006,-13.2674,-72.1822333333333,3005,"male",5.5,FALSE,0.691130012,69.1130012,NA,0,NA,NA,NA
"135",159902,27230,"Apodiformes","Trochilidae","Amazilia viridicauda",15,"December",2006,-13.2674,-72.1822333333333,3005,"male",5.2,FALSE,0.662272727,66.2272727,NA,0,NA,NA,NA
"136",159903,27231,"Apodiformes","Trochilidae","Colibri coruscans",15,"December",2006,-13.2674,-72.1822333333333,3005,"female",6.7,FALSE,0.52277,52.277,6.24,0,83.7772435897436,0,NA
"137",159904,27232,"Apodiformes","Trochilidae","Colibri coruscans",15,"December",2006,-13.2674,-72.1822333333333,3005,"female",7.7,FALSE,0.62233,62.233,6.54,0,95.1574923547401,0,NA
"138",161001,27234,"Passeriformes","Thamnophilidae","Myrmotherula longicauda",29,"March",2007,-13.0555,-71.5466666666667,1395,"male",8.49,FALSE,0.4914,49.14,NA,0,NA,NA,NA
"139",161002,27235,"Passeriformes","Furnariidae","Premnoplex brunnescens",29,"March",2007,-13.0555,-71.5466666666667,1395,"male",13.87,FALSE,0.39169,39.169,NA,0,NA,NA,NA
