"","nk","msb_cat_no","order","family","species","day","month","year","lat","long","elevation","sex","mass","hb","hct","hct_percent","rbc","mchc","mcv","mch","notes"
"1689",167602,32430,"Passeriformes","Tyrannidae","Mionectes striaticollis",17,"July",2008,-6.10693333333333,-78.3418,2085,"male",13.25,FALSE,0.569741639,56.9741639,NA,0,NA,NA,NA
"1690",167603,32431,"Passeriformes","Tyrannidae","Mionectes striaticollis",17,"July",2008,-6.1097,-78.3415833333333,2031,"male",12.97,FALSE,0.600521119,60.0521119,NA,0,NA,NA,NA
"1691",167604,32432,"Columbiformes","Columbidae","Zentrygon frenata",17,"July",2008,-6.10443333333333,-78.3415833333333,2052,"male",400.3,FALSE,0.469115925,46.9115925,NA,0,NA,NA,NA
"1692",167605,32433,"Passeriformes","Pipridae","Chloropipo unicolor",17,"July",2008,-6.10443333333333,-78.3415833333333,2052,"male",15.51,FALSE,0.560723901,56.0723901,NA,0,NA,NA,"whole blood saved also"
"1693",167606,32434,"Passeriformes","Tyrannidae","Mecocerculus minor",17,"July",2008,-6.10156666666667,-78.3442833333333,2181,"female",8.27,FALSE,0.456277213,45.6277213,NA,0,NA,NA,NA
"1694",167611,32439,"Passeriformes","Thraupidae","Catamenia homochroa",17,"July",2008,-6.07903333333333,-78.3285833333333,2066,"female",11.63,FALSE,0.578387197,57.8387197,NA,0,NA,NA,"Hgb, Hct only no slides dilution"
"1695",167612,32440,"Passeriformes","Tyrannidae","Nephelomyias ochraceiventris",17,"July",2008,-6.07945,-78.3281166666667,2884,"female",9.61,FALSE,0.561721612,56.1721612,NA,0,NA,NA,NA
"1696",167613,32441,"Passeriformes","Grallariidae","Grallaricula ferrugineipectus",17,"July",2008,-6.08005,-78.3286166666667,2749,"female",16.57,FALSE,0.489594743,48.9594743,NA,0,NA,NA,NA
"1697",167614,32442,"Passeriformes","Tyrannidae","Nephelomyias ochraceiventris",17,"July",2008,-6.07945,-78.3281166666667,2884,"male",10.99,FALSE,0.515578191,51.5578191,NA,0,NA,NA,NA
"1698",167615,32443,"Passeriformes","Parulidae","Myiothlypis luteoviridis",17,"July",2008,-6.07985,-78.3255166666667,2937,"male",17.55,FALSE,0.516227181,51.6227181,NA,0,NA,NA,NA
"1699",167620,32448,"Passeriformes","Thamnophilidae","Dysithamnus mentalis",17,"July",2008,-6.10866666666667,-78.3419833333333,2078,"male",16.09,FALSE,0.533215962,53.3215962,NA,0,NA,NA,NA
"1700",167621,32449,"Passeriformes","Turdidae","Myadestes ralloides",17,"July",2008,-6.10866666666667,-78.3419833333333,2078,"male",24.68,FALSE,0.566762304,56.6762304,NA,0,NA,NA,NA
"1701",167622,32450,"Passeriformes","Thraupidae","Diglossa caerulescens",17,"July",2008,-6.10338333333333,-78.3436333333333,2131,"female",12.11,FALSE,0.637475215,63.7475215,NA,0,NA,NA,NA
"1702",167623,32451,"Passeriformes","Tyrannidae","Contopus fumigatus",17,"July",2008,-6.10348333333333,-78.3421166666667,2066,"male",22.23,FALSE,0.552734375,55.2734375,NA,0,NA,NA,NA
"1703",167624,32452,"Passeriformes","Thraupidae","Diglossa cyanea",17,"July",2008,-6.10156666666667,-78.3442833333333,2181,"female",16.7,FALSE,0.545408163,54.5408163,NA,0,NA,NA,NA
"1704",167625,32453,"Passeriformes","Tyrannidae","Pseudotriccus ruficeps",17,"July",2008,-6.0799,-78.3260666666667,2924,"male",11.47,FALSE,0.35289647,35.289647,NA,0,NA,NA,NA
"1705",167626,32454,"Apodiformes","Trochilidae","Coeligena coeligena",17,"July",2008,-6.1045,-78.3415833333333,2052,"female",6.38,FALSE,0.655518395,65.5518395,4.86,0,134.8803281893,0,"held in captivity 4-5 hrs and fed multiple times"
"1706",167628,32456,"Passeriformes","Parulidae","Myiothlypis luteoviridis",17,"July",2008,-6.07903333333333,-78.3285833333333,2925,"female",13.38,FALSE,0.574496644,57.4496644,NA,0,NA,NA,NA
"1707",167629,32457,"Passeriformes","Parulidae","Myiothlypis luteoviridis",17,"July",2008,-6.07903333333333,-78.3285833333333,2925,"female",18.03,FALSE,0.535463613,53.5463613,NA,0,NA,NA,NA
"1708",167630,32458,"Passeriformes","Turdidae","Turdus serranus",17,"July",2008,-6.10443333333333,-78.3415833333333,2052,"male",82.7,FALSE,0.504231082,50.4231082,NA,0,NA,NA,NA
"1709",167631,32459,"Passeriformes","Parulidae","Myiothlypis coronata",17,"July",2008,-6.08005,-78.3285333333333,2749,"female",15.17,FALSE,0.535531697,53.5531697,NA,0,NA,NA,NA
"1710",167633,32461,"Trogoniformes","Trogonidae","Trogon personatus",17,"July",2008,-6.09936666666667,-78.3445166666667,2198,"female",62.8,FALSE,0.455167573,45.5167573,NA,0,NA,NA,NA
"1711",167639,32467,"Piciformes","Ramphastidae","Aulacorhynchus prasinus",18,"July",2008,-6.1097,-78.3415833333333,2031,"female",180.3,FALSE,0.391879738,39.1879738,NA,0,NA,NA,NA
"1712",167640,32468,"Columbiformes","Columbidae","Zentrygon frenata",18,"July",2008,-6.10443333333333,-78.3415833333333,2052,"male",405.6,FALSE,0.422915501,42.2915501,NA,0,NA,NA,NA
"1713",167641,32469,"Passeriformes","Pipridae","Chloropipo unicolor",18,"July",2008,-6.11021666666667,-78.3416166666667,2051,"female",14.4,FALSE,0.562052142,56.2052142,NA,0,NA,NA,NA
"1714",167642,32470,"Passeriformes","Tyrannidae","Mionectes striaticollis",18,"July",2008,-6.10801666666667,-78.34155,2087,"male",13.81,FALSE,0.490995684,49.0995684,NA,0,NA,NA,NA
"1715",167643,32471,"Passeriformes","Furnariidae","Syndactyla rufosuperciliata",18,"July",2008,-6.10348333333333,-78.3421166666667,2066,"female",27.64,FALSE,0.325417766,32.5417766,NA,0,NA,NA,"settled 1 hr before measuring"
"1716",167648,32476,"Passeriformes","Tyrannidae","Mecocerculus stictopterus",18,"July",2008,-6.09976666666667,-78.3445333333333,2185,"female",8.9,FALSE,0.579136691,57.9136691,NA,0,NA,NA,"looked lively"
"1717",167651,32479,"Apodiformes","Trochilidae","Doryfera ludovicae",18,"July",2008,-6.10375,-78.3435833333333,2131,"female",5.5,FALSE,0.656417613,65.6417613,3.76,0,174.579152393617,0,"fed multiple times until bleeding, good condition"
"1718",167652,32480,"Passeriformes","Thamnophilidae","Dysithamnus mentalis",18,"July",2008,-6.10801666666667,-78.34155,2087,"female",14.38,FALSE,0.590951348,59.0951348,NA,0,NA,NA,NA
"1719",167656,32484,"Piciformes","Picidae","Veniliornis nigriceps",18,"July",2008,-6.0799,-78.3260666666667,2924,"male",39.82,FALSE,0.497646104,49.7646104,NA,0,NA,NA,"lively"
"1720",167666,32494,"Apodiformes","Trochilidae","Heliodoxa rubinoides",18,"July",2008,-6.09126666666667,-78.3424333333333,2392,"male",8.25,FALSE,0.62756975,62.756975,4.38,0,143.280764840183,0,"fed several times, lively when bled"
"1721",167667,32495,"Passeriformes","Passerellidae","Arremon brunneinucha",18,"July",2008,-6.10688333333333,-78.3419833333333,2083,"female",42.35,FALSE,0.411297791,41.1297791,NA,0,NA,NA,NA
"1722",167675,32503,"Apodiformes","Trochilidae","Lafresnaya lafresnayi",18,"July",2008,-6.07973333333333,-78.3278166666667,2826,"male",5.13,FALSE,0.538221443,53.8221443,4.7,0,114.515200638298,0,"held over night bled in AM"
"1723",167686,32514,"Apodiformes","Trochilidae","Colibri thalassinus",19,"July",2008,-6.10348333333333,-78.3421166666667,2066,"male",5.12,FALSE,0.584825117,58.4825117,4.88,0,119.8412125,0,NA
"1724",167690,32518,"Apodiformes","Trochilidae","Coeligena coeligena",18,"July",2008,-6.10966666666667,-78.3415833333333,2031,"male",6.74,FALSE,0.537878788,53.7878788,NA,0,NA,NA,"through hypoxia today,"
"1725",167697,32525,"Strigiformes","Strigidae","Megascops ingens",19,"July",2008,-6.08368333333333,-78.3348,2658,"male",83.8,FALSE,0.44883279,44.883279,NA,0,NA,NA,NA
"1726",167699,32527,"Passeriformes","Furnariidae","Pseudocolaptes boissonneautii",19,"July",2008,-6.0799,-78.3445333333333,2185,"female",50.56,FALSE,0.469496509,46.9496509,NA,0,NA,NA,NA
"1727",167705,32533,"Passeriformes","Thamnophilidae","Myrmotherula schisticolor",19,"July",2008,-6.10688333333333,-78.3419833333333,2083,"female",8.52,FALSE,0.661923848,66.1923848,NA,0,NA,NA,NA
"1728",167706,32534,"Passeriformes","Thamnophilidae","Myrmotherula schisticolor",19,"July",2008,-6.10688333333333,-78.3419833333333,2083,"male",9.07,FALSE,0.648031496,64.8031496,NA,0,NA,NA,"looked a bit sleepy"
"1729",167707,32535,"Passeriformes","Cotingidae","Pipreola riefferii",19,"July",2008,-6.10338333333333,-78.3436333333333,2131,"male",42.47,FALSE,0.431773496,43.1773496,NA,0,NA,NA,NA
"1730",167708,32536,"Passeriformes","Cotingidae","Pipreola riefferii",19,"July",2008,-6.10338333333333,-78.3436333333333,2131,"female",49.18,FALSE,0.470999301,47.0999301,NA,0,NA,NA,NA
"1731",167732,32560,"Passeriformes","Passerellidae","Arremon brunneinucha",20,"July",2008,-6.10443333333333,-78.3415833333333,2052,"male",25.95,FALSE,0.42509782,42.509782,NA,0,NA,NA,NA
"1732",167733,32561,"Passeriformes","Dendrocolaptidae","Xiphorhynchus triangularis",20,"July",2008,-6.10443333333333,-78.3415833333333,2052,"female",42.65,FALSE,0.517924528,51.7924528,NA,0,NA,NA,NA
"1733",167734,32562,"Apodiformes","Trochilidae","Phaethornis syrmatophorus",20,"July",2008,-6.10176666666667,-78.3412833333333,2107,"male",5.63,FALSE,0.489334931,48.9334931,NA,0,NA,NA,"held in captivity 24 hrs -through hypoxia"
"1734",167735,32563,"Apodiformes","Trochilidae","Doryfera ludovicae",19,"July",2008,-6.09891666666667,-78.3382666666667,2015,"female",6.43,FALSE,0.556329013,55.6329013,NA,0,NA,NA,"held in captivity 24 hrs -through hypoxia"
"1735",167752,32580,"Passeriformes","Grallariidae","Grallaricula ferrugineipectus",20,"July",2008,-6.08005,-78.3286166666667,2749,"male",19.28,FALSE,0.571653957,57.1653957,NA,0,NA,NA,"fairly lively"
"1736",167754,32582,"Passeriformes","Passerellidae","Arremon brunneinucha",21,"July",2008,-6.1005,-78.3399666666667,1997,"male",43.68,FALSE,0.466606225,46.6606225,NA,0,NA,NA,NA
"1737",167756,32584,"Passeriformes","Passerellidae","Arremon brunneinucha",21,"July",2008,-6.1005,-78.3399666666667,2074,"male",42.71,FALSE,0.272123894,27.2123894,NA,0,NA,NA,"measured Hct 2 hr after spinning"
"1738",167763,32591,"Passeriformes","Furnariidae","Premnornis guttuliger",21,"July",2008,-6.09956666666667,-78.3391833333333,2063,"male",15.06,FALSE,0.50964655,50.964655,NA,0,NA,NA,NA
"1739",167765,32593,"Passeriformes","Tyrannidae","Myiophobus flavicans",21,"July",2008,-6.10165,-78.3428833333333,2105,"male",14.45,FALSE,0.499383021,49.9383021,NA,0,NA,NA,NA
"1740",167773,32601,"Passeriformes","Troglodytidae","Pheugopedius euophrys",21,"July",2008,-6.08005,-78.3286166666667,2950,"male",35.76,FALSE,0.266656685,26.6656685,NA,0,NA,NA,"Hct sat and settled"
"1741",167781,32609,"Passeriformes","Furnariidae","Synallaxis unirufa",21,"July",2008,-6.07985,-78.3255166666667,2937,"male",16.59,FALSE,0.6237349,62.37349,NA,0,NA,NA,"lively"
"1742",167784,32612,"Passeriformes","Thraupidae","Anisognathus igniventris",21,"July",2008,-6.07973333333333,-78.3278166666667,2826,"female",33.75,FALSE,0.528629305,52.8629305,NA,0,NA,NA,"lively"
"1743",167791,32619,"Passeriformes","Troglodytidae","Troglodytes aedon",22,"July",2008,-6.10348333333333,-78.3421166666667,2066,"male",10.97,FALSE,0.393390711,39.3390711,NA,0,NA,NA,NA
"1744",167797,32625,"Apodiformes","Trochilidae","Aglaiocercus kingii",20,"July",2008,-6.09733333333333,-78.34465,2241,"male",5.07,FALSE,0.592266985,59.2266985,3.93,0,150.704067430025,0,"through hypoxia 21 July 2008"
"1745",167798,32626,"Apodiformes","Trochilidae","Doryfera ludovicae",20,"July",2008,-6.09891666666667,-78.3382666666667,2015,"female",6.16,FALSE,0.5865318,58.65318,3.42,0,171.500526315789,0,"through hypoxia 21 July 2008"
"1746",167811,32639,"Passeriformes","Thamnophilidae","Thamnophilus caerulescens",22,"July",2008,-6.08368333333333,-78.3348,2658,"male",20.85,FALSE,0.528650378,52.8650378,NA,0,NA,NA,"bled well"
"1747",167821,32649,"Apodiformes","Trochilidae","Coeligena coeligena",22,"July",2008,-6.10066666666667,-78.3398,2078,"male",8.45,FALSE,0.632084095,63.2084095,NA,0,NA,NA,NA
"1748",167823,32651,"Apodiformes","Trochilidae","Coeligena coeligena",22,"July",2008,-6.1045,-78.3415833333333,2052,"male",7.61,FALSE,0.587134503,58.7134503,NA,0,NA,NA,NA
"1749",167824,32652,"Passeriformes","Furnariidae","Synallaxis azarae",22,"July",2008,-6.10375,-78.3435833333333,2131,"female",15.29,FALSE,0.475518734,47.5518734,NA,0,NA,NA,"bled well, lively"
"1750",167826,32654,"Passeriformes","Thraupidae","Tangara parzudakii",22,"July",2008,-6.10338333333333,-78.3436333333333,2131,"female",25.6,FALSE,0.549586777,54.9586777,NA,0,NA,NA,"bled well"
"1751",167847,32675,"Passeriformes","Tyrannidae","Platyrinchus mystaceus",23,"July",2008,-6.09683333333333,-78.3444,2255,"male",10.59,FALSE,0.601878101,60.1878101,NA,0,NA,NA,NA
"1752",167849,32677,"Passeriformes","Tyrannidae","Ochthoeca cinnamomeiventris",23,"July",2008,-6.09956666666667,-78.3391833333333,2063,"male",13.66,FALSE,0.624605678,62.4605678,NA,0,NA,NA,NA
"1753",167853,32681,"Apodiformes","Trochilidae","Phaethornis syrmatophorus",23,"July",2008,-6.1097,-78.3415833333333,2031,"female",5.67,FALSE,0.53461006,53.461006,1.99,0,268.648271356784,0,"fed multiple times, free-flying around prep tent"
"1754",167855,32683,"Strigiformes","Strigidae","Glaucidium jardinii",23,"July",2008,-6.09951666666667,-78.3392333333333,2076,"male",56.68,FALSE,0.472998515,47.2998515,NA,0,NA,NA,"lively"
"1755",167862,32690,"Passeriformes","Tyrannidae","Phyllomyias uropygialis",23,"July",2008,-6.07985,-78.3255166666667,2937,"female",9.7,FALSE,0.517633229,51.7633229,NA,0,NA,NA,NA
"1756",167865,32693,"Apodiformes","Trochilidae","Doryfera ludovicae",24,"July",2008,-6.09891666666667,-78.3382666666667,2015,"male",5.9,FALSE,0.658078368,65.8078368,NA,0,NA,NA,"fed once"
"1757",167866,32694,"Apodiformes","Trochilidae","Doryfera ludovicae",24,"July",2008,-6.09891666666667,-78.3382666666667,2015,"male",5.45,FALSE,0,0,NA,NA,NA,NA,NA
"1758",167867,32695,"Apodiformes","Trochilidae","Doryfera ludovicae",23,"July",2008,-6.1006,-78.3394666666667,2031,"female",5.99,FALSE,0.575887131,57.5887131,2.19,0,262.962160273973,0,"through hypoxia yesterday"
"1759",167869,32697,"Passeriformes","Thamnophilidae","Myrmotherula schisticolor",24,"July",2008,-6.1,-78.3333333333333,2000,"male",8.5,FALSE,0.578173777,57.8173777,NA,0,NA,NA,NA
"1760",167872,32700,"Apodiformes","Trochilidae","Ocreatus underwoodii",23,"July",2008,-6.1176,-78.3421833333333,1890,"male",2.97,FALSE,0.62,62,4.76,0,130.252100840336,0,"held overnight in prep tent"
"1761",167874,32702,"Apodiformes","Trochilidae","Colibri thalassinus",24,"July",2008,-6.1176,-78.3421833333333,1890,"male",5.12,FALSE,0.558201673,55.8201673,2.74,0,203.723238321168,0,NA
"1762",167877,32705,"Apodiformes","Trochilidae","Phaethornis syrmatophorus",23,"July",2008,-6.09951666666667,-78.3392333333333,2076,"male",5.44,FALSE,0,0,NA,NA,NA,NA,"no UNO or Hct"
"1763",167879,32707,"Apodiformes","Trochilidae","Boissonneaua matthewsii",23,"July",2008,-6.09951666666667,-78.3392333333333,2076,"male",8.09,FALSE,0.513958482,51.3958482,2.33,0,220.583039484979,0,NA
"1764",167880,32708,"Apodiformes","Trochilidae","Boissonneaua matthewsii",23,"July",2008,-6.09951666666667,-78.3392333333333,2076,"female",7.25,FALSE,0.507617188,50.7617188,3.18,0,159.62804654088,0,NA
"1765",167882,32710,"Passeriformes","Thraupidae","Diglossa sittoides",24,"July",2008,-6.1176,-78.3421833333333,1890,"female",8.55,FALSE,0.564295486,56.4295486,NA,0,NA,NA,NA
"1766",167883,32711,"Passeriformes","Turdidae","Catharus dryas",24,"July",2008,-6.09951666666667,-78.3392333333333,1890,"male",35.35,FALSE,0.673225451,67.3225451,NA,0,NA,NA,NA
"1767",167887,32715,"Passeriformes","Troglodytidae","Cinnycerthia peruana",24,"July",2008,-6.0799,-78.3260666666667,2924,"male",20.82,FALSE,0.542448744,54.2448744,NA,0,NA,NA,NA
"1768",167891,32719,"Passeriformes","Cotingidae","Pipreola riefferii",24,"July",2008,-6.09733333333333,-78.34465,2241,"female",47.81,FALSE,0.477924945,47.7924945,NA,0,NA,NA,NA
"1769",167899,32727,"Passeriformes","Passerellidae","Atlapetes latinuchus",25,"July",2008,-6.10338333333333,-78.3436333333333,2131,"male",28.85,FALSE,0.461113159,46.1113159,NA,0,NA,NA,NA
"1770",167900,32728,"Passeriformes","Tyrannidae","Poecilotriccus luluae",25,"July",2008,-6.09975,-78.33925,2085,"female",7.31,FALSE,0.545302344,54.5302344,NA,0,NA,NA,NA
"1771",167904,32732,"Passeriformes","Tyrannidae","Poecilotriccus luluae",25,"July",2008,-6.09683333333333,-78.3444,2255,"male",7.05,FALSE,0.425352502,42.5352502,NA,0,NA,NA,NA
"1772",167915,32743,"Passeriformes","Thraupidae","Haplospiza rustica",25,"July",2008,-6.07433333333333,-78.3235333333333,2884,"female",14.63,FALSE,0.65572943,65.572943,NA,0,NA,NA,NA
"1773",167916,32744,"Passeriformes","Thraupidae","Iridosornis reinhardti",25,"July",2008,-6.08231666666667,-78.3309833333333,2722,"female",22.13,FALSE,0.533679754,53.3679754,NA,0,NA,NA,NA
"1774",167917,32745,"Passeriformes","Thraupidae","Haplospiza rustica",25,"July",2008,-6.09951666666667,-78.3392333333333,2076,"female",18,FALSE,0.603768059,60.3768059,NA,0,NA,NA,NA
"1775",167921,32749,"Passeriformes","Passerellidae","Arremon brunneinucha",25,"July",2008,-6.09956666666667,-78.3391833333333,2063,"female",41.49,FALSE,0.461213992,46.1213992,NA,0,NA,NA,NA
"1776",167923,32751,"Passeriformes","Thamnophilidae","Dysithamnus mentalis",25,"July",2008,-6.10375,-78.3435833333333,2131,"female",14.03,FALSE,0.525469169,52.5469169,NA,0,NA,NA,NA
"1777",167931,32759,"Piciformes","Ramphastidae","Aulacorhynchus prasinus",25,"July",2008,-6.09975,-78.33925,2085,"female",161.2,FALSE,0.414559721,41.4559721,NA,0,NA,NA,NA
"1778",167933,32761,"Passeriformes","Tyrannidae","Phylloscartes ventralis",25,"July",2008,-6.1176,-78.3421833333333,1890,"male",8.44,FALSE,0.521840715,52.1840715,NA,0,NA,NA,NA
"1779",167934,32762,"Passeriformes","Tyrannidae","Leptopogon taczanowskii",25,"July",2008,-6.09951666666667,-78.3392333333333,2076,"female",10.56,FALSE,0.568901846,56.8901846,NA,0,NA,NA,NA
"1780",167935,32763,"Passeriformes","Turdidae","Turdus albicollis",25,"July",2008,-6.1176,-78.3421833333333,1890,"female",50.1,FALSE,0.529172455,52.9172455,NA,0,NA,NA,NA
"1781",167936,32764,"Passeriformes","Troglodytidae","Cinnycerthia peruana",26,"July",2008,-6.10375,-78.3435833333333,2131,"female",18.42,FALSE,0.472358069,47.2358069,NA,0,NA,NA,NA
"1782",167938,32766,"Passeriformes","Thraupidae","Pipraeidea melanonota",26,"July",2008,-6.09975,-78.33925,2085,"male",17.42,FALSE,0.529091717,52.9091717,NA,0,NA,NA,NA
"1783",167955,32783,"Passeriformes","Tyrannidae","Phyllomyias nigrocapillus",26,"July",2008,-6.07945,-78.3281166666667,2884,"male",8.79,FALSE,0.514279625,51.4279625,NA,0,NA,NA,NA
"1784",167956,32784,"Passeriformes","Furnariidae","Pseudocolaptes boissonneautii",26,"July",2008,-6.07903333333333,-78.3285833333333,2925,NA,49.41,FALSE,0.392455961,39.2455961,NA,0,NA,NA,NA
"1785",167959,32787,"Passeriformes","Tyrannidae","Phylloscartes poecilotis",26,"July",2008,-6.10338333333333,-78.3436333333333,2131,"female",7.79,FALSE,0.527268508,52.7268508,NA,0,NA,NA,NA
"1786",167960,32788,"Passeriformes","Thraupidae","Creurgops verticalis",26,"July",2008,-6.10338333333333,-78.3436333333333,2131,"male",21.03,FALSE,0.518598322,51.8598322,NA,0,NA,NA,NA
"1787",167961,32789,"Passeriformes","Dendrocolaptidae","Dendrocincla tyrannina",26,"July",2008,-6.09733333333333,-78.34465,2241,"male",52.02,FALSE,0.456409274,45.6409274,NA,0,NA,NA,NA
"1788",167964,32792,"Passeriformes","Tyrannidae","Mecocerculus poecilocercus",27,"July",2008,-6.0849,-78.3442833333333,2181,"male",7.58,FALSE,0.509389671,50.9389671,NA,0,NA,NA,NA
"1789",167965,32793,"Passeriformes","Parulidae","Myioborus melanocephalus",27,"July",2008,-6.09975,-78.33925,2085,"female",10.82,FALSE,0.506318681,50.6318681,NA,0,NA,NA,NA
"1790",167966,32794,"Passeriformes","Parulidae","Myioborus melanocephalus",27,"July",2008,-6.09975,-78.33925,2085,"male",11.45,FALSE,0.499602796,49.9602796,NA,0,NA,NA,NA
"1791",167972,32800,"Apodiformes","Trochilidae","Heliangelus amethysticollis",27,"July",2008,-6.08005,-78.3286166666667,2700,"male",7.07,FALSE,0.448734177,44.8734177,NA,0,NA,NA,"fed in captivity, hypoxia experiment"
"1792",167974,32802,"Passeriformes","Thraupidae","Diglossa mystacalis",27,"July",2008,-6.07985,-78.3255166666667,2937,"male",16.34,FALSE,0.495471014,49.5471014,NA,0,NA,NA,"first Hct tube leaky"
"1793",167976,32804,"Passeriformes","Tyrannidae","Ochthoeca diadema",27,"July",2008,-6.07945,-78.3281166666667,2884,"female",9.39,FALSE,0.366272523,36.6272523,NA,0,NA,NA,NA
"1794",167978,32806,"Passeriformes","Thraupidae","Creurgops verticalis",27,"July",2008,-6.09936666666667,-78.3445166666667,2198,"female",21.43,FALSE,0.515089959,51.5089959,NA,0,NA,NA,NA
"1795",167979,32807,"Passeriformes","Turdidae","Turdus nigriceps",27,"July",2008,-6.10443333333333,-78.3415833333333,2131,"male",59.55,FALSE,0.496029173,49.6029173,NA,0,NA,NA,NA
"1796",167981,32809,"Passeriformes","Tityridae","Pachyramphus albogriseus",27,"July",2008,-6.10375,-78.3435833333333,2131,"male",13.98,FALSE,0.489427313,48.9427313,NA,0,NA,NA,NA
"1797",167982,32810,"Passeriformes","Furnariidae","Pseudocolaptes boissonneautii",27,"July",2008,-6.0799,-78.3260666666667,2924,"male",54.95,FALSE,0.463838535,46.3838535,NA,0,NA,NA,NA
"1798",167984,32812,"Passeriformes","Thraupidae","Tangara parzudakii",27,"July",2008,-6.10375,-78.3435833333333,2240,"female",26.58,FALSE,0.542601338,54.2601338,NA,0,NA,NA,NA
"1799",167985,32813,"Passeriformes","Thraupidae","Thlypopsis inornata",27,"July",2008,-6.1176,-78.3421833333333,1890,"female",14.45,FALSE,0.572261605,57.2261605,NA,0,NA,NA,NA
"1800",167986,32814,"Passeriformes","Thraupidae","Buthraupis montana",27,"July",2008,-6.07945,-78.3281166666667,2884,"female",95.65,FALSE,0.549663866,54.9663866,NA,0,NA,NA,NA
"1801",167989,32817,"Passeriformes","Furnariidae","Pseudocolaptes boissonneautii",27,"July",2008,-6.0799,-78.3260666666667,2924,"male",49.62,FALSE,0.426782468,42.6782468,NA,0,NA,NA,NA
"1802",167992,32820,"Strigiformes","Strigidae","Glaucidium jardinii",27,"July",2008,-6.07985,-78.3255166666667,2937,"male",61.22,FALSE,0.457680914,45.7680914,NA,0,NA,NA,NA
"1803",167994,32822,"Apodiformes","Trochilidae","Heliodoxa leadbeateri",27,"July",2008,-6.1176,-78.3421833333333,1890,"female",8.86,FALSE,0.571837184,57.1837184,3.06,0,186.874896732026,0,"through hypoxia"
"1804",168002,32830,"Passeriformes","Thraupidae","Tangara xanthocephala",28,"July",2008,-6.09975,-78.33925,2085,"female",16.8,FALSE,0.591084205,59.1084205,NA,0,NA,NA,NA
"1805",168003,32831,"Passeriformes","Thraupidae","Tangara nigroviridis",28,"July",2008,-6.09975,-78.33925,2085,"male",15.74,FALSE,0.58879547,58.879547,NA,0,NA,NA,NA
"1806",168022,32850,"Passeriformes","Thraupidae","Catamblyrhynchus diadema",28,"July",2008,-6.07985,-78.3255166666667,2937,"female",13.82,FALSE,0.6002079,60.02079,NA,0,NA,NA,"lively, but a bit sleepy at times"
"1807",168027,32855,"Passeriformes","Troglodytidae","Troglodytes aedon",28,"July",2008,-6.1042,-78.3422166666667,2073,"male",12.14,FALSE,0.542704417,54.2704417,NA,0,NA,NA,NA
"1808",168032,32860,"Passeriformes","Thraupidae","Conirostrum albifrons",29,"July",2008,-6.10338333333333,-78.3436333333333,2131,"female",11.08,FALSE,0.535244836,53.5244836,NA,0,NA,NA,NA
"1809",168041,32869,"Passeriformes","Passerellidae","Atlapetes latinuchus",29,"July",2008,-6.09975,-78.33925,2085,"male",26.96,FALSE,0.498099462,49.8099462,NA,0,NA,NA,NA
"1810",168042,32870,"Apodiformes","Trochilidae","Ocreatus underwoodii",29,"July",2008,-6.10375,-78.3435833333333,2131,"female",2.85,FALSE,0.611024499,61.1024499,3.66,0,166.946584426229,0,NA
"1811",168043,32871,"Passeriformes","Cotingidae","Rupicola peruvianus",29,"July",2008,-6.10645,-78.3402166666667,1997,NA,0,FALSE,0.490523656,49.0523656,NA,0,NA,NA,"released"
"1812",168052,32880,"Apodiformes","Trochilidae","Phaethornis syrmatophorus",29,"July",2008,-6.09975,-78.33925,2085,"female",4.86,FALSE,0.571242209,57.1242209,3.42,0,167.029885672515,0,"fed once"
"1813",168056,32884,"Apodiformes","Trochilidae","Phaethornis syrmatophorus",29,"July",2008,-6.09975,-78.33925,2085,"male",4.77,FALSE,0.640860692,64.0860692,3.5,0,183.103054857143,0,"fed and kept flying in prep tent"
"1814",168058,32886,"Apodiformes","Trochilidae","Adelomyia melanogenys",28,"July",2008,-6.10326666666667,-78.3429166666667,2120,"male",4.35,FALSE,0.509425392,50.9425392,3.58,0,142.297595530726,0,NA
"1815",168059,32887,"Apodiformes","Trochilidae","Aglaiocercus kingii",28,"July",2008,-6.09975,-78.33925,2085,"male",5.68,FALSE,0.573639882,57.3639882,4.19,0,136.906893078759,0,"held 24 hrs in prep tent, feeding on its own"
"1816",168072,32900,"Passeriformes","Thraupidae","Poospiza hispaniolensis",15,"October",2008,-12.0295,-76.6507833333333,935,"male",14.4,FALSE,0.468304382,46.8304382,NA,0,NA,NA,NA
"1817",168073,32901,"Apodiformes","Trochilidae","Amazilia amazilia",15,"October",2008,-12.0295,-76.6507833333333,935,"female",4.8,FALSE,0.581602216,58.1602216,NA,0,NA,NA,NA
"1818",168074,32902,"Passeriformes","Troglodytidae","Troglodytes aedon",15,"October",2008,-12.0295,-76.6507833333333,935,"male",12.2,FALSE,0.438733861,43.8733861,NA,0,NA,NA,NA
"1819",168075,32903,"Passeriformes","Fringillidae","Spinus magellanicus",15,"October",2008,-12.0295,-76.6507833333333,935,"male",14.9,FALSE,0.537726483,53.7726483,NA,0,NA,NA,NA
"1820",168076,32904,"Passeriformes","Thraupidae","Conirostrum cinereum",15,"October",2008,-12.0295,-76.6507833333333,935,"male",0,FALSE,0.541843339,54.1843339,NA,0,NA,NA,NA
