ORDER,FAMILY,GENUS,SPECIES,NUMB,SNST,STRAT,CNTAB,REL,MIN,QMIN,MAX,MIDPT-ELEV,QMAX,CP,RP,SUB,MICRO,NHAB,NZOO,HAB1,HAB2,HAB3,HAB4,HAB5,HAB6,HAB7,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,GAN,LAN,BSR,MPL,PAS,MAH,GCS,CDH,CHO,EPC,STP,NAN,CAN,SAN,NSA,TEP,AMN,AMS,CSA,ATL,PAM,PAT
PASSERIFORMES,PARULINAE,Ergaticus,ruber,3731,M,U/M,UM,F,2100,,3200,1100,,4,3,o,,2,1,F10,F11,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,
PASSERIFORMES,PARULINAE,Ergaticus,versicolor,3732,M,U/C,UM,U,2100,,3000,900,,3,2,CAH,,2,1,F11,F4,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Eriocnemis,vestitus,1365,M,?,UM,C,2250,,3850,1600,,4,3,o,,2,1,F5,F15?,,,,,,,,,,Y,,,,,,,,,,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Eriocnemis,luciani,1360,M,U/M,UM,F,2600,,3750,1150,,4,3,,,2,2,F4,F5,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,
APODIFORMES,TROCHILIDAE,Eriocnemis,derbyi,1357,M,U/M,UM,U/P,2900,,3600,700,,3,3,EAS,,1,1,F15,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Eriocnemis,nigrivestis,1363,M,?,UM,R?,2400,,3600,1200,,2,2,o,,2,1,F5,F4,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Eriocnemis,mosquera,1362,M,U,UM,C,2600,,3300,700,,4,3,o,,2,1,F5,F4,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Eriocnemis,cupreoventris,1356,M?,?,UM,U,2200,,3200,1000,,2,2,o,,2,1,F5,F4,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Eriocnemis,glaucopoides,1358,M,U,MM,U,1900,,2900,1000,,4,3,SCT,,2,1,F15,F4,,,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,
APODIFORMES,TROCHILIDAE,Eriocnemis,alinae,1355,M,U/M,MM,U,2000,,2800,800,,4,3,,,2,2,F4,F15,,,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,
APODIFORMES,TROCHILIDAE,Eriocnemis,mirabilis,1361,M,U,MM,R,2200,,2450,250,,2,1,WES,,2,1,F4,F15,,,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Eriocnemis,godini,1359,M,?,MM,R,2100,,2300,200,?,2,2,WES,,1,1,F4,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
PICIFORMES,CAPITONIDAE,Eubucco,versicolor,1549,M,C,UT,U,850,,2500,1650,,4,3,o,,1,1,F4,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,
PICIFORMES,CAPITONIDAE,Eubucco,bourcierii,1546,M,C,UT,F,900,,2400,1500,,4,3,,,2,2,F4,F15,,,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,
PICIFORMES,CAPITONIDAE,Eubucco,richardsoni,1547,H,C,LT,F,0,,900,900,,4,3,,,2,2,F1,F2,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,
PICIFORMES,CAPITONIDAE,Eubucco,tucinkae,1548,M,C,LT,R/P,0,,800,800,,4,3,RMW,,2,1,F3,F15,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,
PASSERIFORMES,THRAUPINAE,Eucometis,penicillata,3458,M,U/M,LT,F/P,0,,600,600,,4,3,,A,4,6,F1,F8,F2,F15,,,,Y,Y,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,Y,,Y,Y,Y,,,
CICONIIFORMES,THRESKIORNITHIDAE,Eudocimus,albus,226,M,T/W,LT,F/C,0,,0,0,,4,2,,,3,7,A1,A6,F14,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,Y,,Y,,Y,,Y,,Y,Y,,,,,Y,,,,,,,
CICONIIFORMES,THRESKIORNITHIDAE,Eudocimus,ruber,227,M,T/W,LT,F,0,,0,0,,3,2,,,3,4,A1,A6,F14,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,,Q,,
TINAMIFORMES,TINAMIDAE,Eudromia,elegans,50,M,T,LT,F,0,,3000,3000,,4,3,,,2,3,N1,N2,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,Y
TINAMIFORMES,TINAMIDAE,Eudromia,formosa,51,M,T,LT,F,0,,0,0,,4,3,CHA,,1,1,F7?,,,,,,,,,,,,,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,
CHARADRIIFORMES,CHARADRIIDAE,Eudromias,ruficollis,603,L,T,LS,F,0,,4500,4500,,3,2,,,4,6,N7,N1,N9,N13,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,Y,,,,,Y,,,Y
SPHENISCIFORMES,SPHENISCIDAE,Eudyptes,chrysocome,58,H,W,LS,U,0,,0,0,,4,3,,,1,1,A12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y
SPHENISCIFORMES,SPHENISCIDAE,Eudyptes,chrysolophus,59,H,W,LS,U,0,,0,0,,4,3,,,1,1,A12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y
APODIFORMES,TROCHILIDAE,Eugenes,fulgens,1312,M,U/M,MM,F,1300,,3300,2000,,4,3,,,3,2,F11,F10,F4,,,,,,,,Y,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,
PASSERIFORMES,RHINOCRYPTIDAE,Eugralla,paradoxa,2266,M,U,LS,?,0,,1000,1000,,4,2,o,,1,1,F9,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,
APODIFORMES,TROCHILIDAE,Eulampis,jugularis,1177,M,M/C,HT,C,0,,1100,1100,,4,3,o,,2,1,F1,F15,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Eulidia,yarrellii,1429,M,U/C,LT,U,0,,800,800,+,3,1,CHL,,2,1,N11,N14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,
CORACIIFORMES,MOMOTIDAE,Eumomota,superciliosa,1482,L,U/M,LT,C,0,,900,900,,4,3,,,3,2,F7,F8,F15,,,,,,,,,,,Y,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Euneornis,campestris,3656,L,M/C,HT,F,0,,1500,1500,+,4,3,JAM,,2,1,F1,F15,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Eupetomena,macroura,1162,L,U/C,LT,F,0,,1800,1800,,4,3,,,3,4,N4,N14,F7,,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,
PASSERIFORMES,ICTERIDAE,Euphagus,cyanocephalus,3932,L,T/M,LS,C,0,,1300,1300,?,4,3,,,2,1,N13,N14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Eupherusa,cyanophrys,1278,M,U,UT,F,700,,2600,1900,,2,1,SMH,,2,1,F4,F7,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Eupherusa,poliocerca,1281,M,U,UT,U,900,,2200,1300,,2,1,SMH,,2,1,F4,F7,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Eupherusa,eximia,1279,M,U,UT,U,800,,2000,1200,,4,3,,,2,2,F1,F15,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Eupherusa,nigriventris,1280,M,U,UT,?,900,,2000,1100,,3,2,CHR,,1,1,F4,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Euphonia,(musica) cyanocephala,3552,L,C,UT,F/P,0,,2600,2600,,4,3,,,3,7,F4,F1E,F15,,,,,E,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,Y,Y,,Y,Y,,
PASSERIFORMES,THRAUPINAE,Euphonia,(musica) elegantissima,3552.01,M,C,UT,F/P,1000,,2500,1500,,4,3,,,3,2,F11,F4,F15,,,,,,,,Y,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Euphonia,xanthogaster,3559,M,U/C,HT,F,0,,2300,2300,,4,3,,,2,9,F4,F1,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,Y,Y,,Y,Y,Y,Y,,Y,,
PASSERIFORMES,THRAUPINAE,Euphonia,mesochrysa,3551,H,C,UT,U,850,,2150,1300,,3,3,,,1,2,F4,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Euphonia,(musica) musica,3552.02,L,C,LT,F/P,0,,2000,2000,,4,3,,,3,2,F1,F7,F15,,,,,Y,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Euphonia,laniirostris,3549,L,C,LT,F,0,,1800,1800,,4,3,,,4,6,F3,F8,F15,F7,,,,,,Y,,,,Y,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,Y,,Y,Y,Y,,,
PASSERIFORMES,THRAUPINAE,Euphonia,pectoralis,3553,M,C,LT,C,0,,1550,1550,,4,3,o,,2,1,F1,F4,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
PASSERIFORMES,THRAUPINAE,Euphonia,anneae,3537,M,U/M,UT,F,600,,1500,900,,3,2,o,,3,1,F1,F4,F15,,,,,Y,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Euphonia,imitans,3547,M,C,LT,U,0,,1350,1350,,3,2,HPC,,2,1,F1,F15,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Euphonia,saturata,3556,L,C,LT,U/P,0,,1300,1300,,4,3,,,3,2,F1E,F7,F15,,,,,E,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Euphonia,chlorotica,3540,L,C,LT,C,0,,1200,1200,,4,3,,,4,4,F8,F1E,F3,F15,,,,E,,Y,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,Y,
PASSERIFORMES,THRAUPINAE,Euphonia,finschi,3543,L,C,LT,U,0,,1200,1200,,4,2,GUI,,3,1,F1E,F3,F15,,,,,E,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,
PASSERIFORMES,THRAUPINAE,Euphonia,hirundinacea,3546,L,C,LT,C,0,,1200,1200,,4,3,,,4,2,F1E,F8,F15,F7,,,,E,,,,,,Y,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Euphonia,cayennensis,3538,M,C,LT,U,0,,1100,1100,,4,3,,,1,2,F1,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,
PASSERIFORMES,THRAUPINAE,Euphonia,rufiventris,3555,M,C,LT,C,0,,1100,1100,,4,3,,,1,2,F1,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,
PASSERIFORMES,THRAUPINAE,Euphonia,trinitatis,3557,L,C,LT,C,0,,1100,1100,,4,3,,,4,2,F7,F1E,F8,F15,,,,E,,,,,,Y,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,
PASSERIFORMES,THRAUPINAE,Euphonia,violacea,3558,L,C,LT,F,0,,1100,1100,,4,3,,,3,5,F1E,F8,F15,,,,,E,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,,
PASSERIFORMES,THRAUPINAE,Euphonia,affinis,3536,L,C,LT,F,0,,1000,1000,,4,3,,,4,2,F7,F8,F15,F1E,,,,E,,,,,,Y,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Euphonia,concinna,3542,L,C,LT,U,0,,1000,1000,,3,2,CMV,,2,1,F7,F15,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,
PASSERIFORMES,THRAUPINAE,Euphonia,fulvicrissa,3544,M,C,LT,F,0,,1000,1000,,4,3,,,2,3,F1,F15,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,Y,,,,,,,
PASSERIFORMES,THRAUPINAE,Euphonia,jamaica,3548,L,C,LT,F,0,,1000,1000,+,3,3,JAM,,2,1,F1,F15,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Euphonia,minuta,3551.01,M,C,LT,U,0,,1000,1000,,4,2,,,3,5,F1,F3,F15,,,,,Y,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,Y,,Y,Y,,,,
PASSERIFORMES,THRAUPINAE,Euphonia,plumbea,3554,L,C,LT,U,0,,1000,1000,,4,3,GUI,,3,1,F1E,F15,F8,,,,,E,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,
PASSERIFORMES,THRAUPINAE,Euphonia,chalybea,3539,M,C,LT,U,0,,950,950,,3,2,SOU,,1,1,F1,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
PASSERIFORMES,THRAUPINAE,Euphonia,chrysopasta,3541,M,C,LT,F,0,,900,900,,4,3,,,3,2,F1,F2,F3,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,
PASSERIFORMES,THRAUPINAE,Euphonia,gouldi,3545,M,C,LT,F,0,,900,900,,4,3,o,,1,1,F1,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Euphonia,luteicapilla,3550,L,C,LT,C,0,,900,900,,4,3,o,,3,1,F1E,F7,F15,,,,,E,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,
TROGONIFORMES,TROGONIDAE,Euptilotis,neoxenus,1447,M,M/C,MM,U/P,1900,,3100,1200,,3,2,NMM,,2,1,F10,F11,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,
GRUIFORMES,EURYPYGIDAE,Eurypyga,helias,570,M,T,LT,U,0,,1200,1200,,4,3,,,2,5,F2,A9,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,Y,,Y,Y,Y,,,
PASSERIFORMES,TYRANNIDAE,Euscarthmus,meloryphus,2373,L,U,LT,C,0,,2100,2100,,4,3,,,3,5,N1,N2,N4,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,Y,Y,Y,
PASSERIFORMES,TYRANNIDAE,Euscarthmus,rufomarginatus,2374,H,U,LT,R/P,0,,1000,1000,+,2,1,,,2,2,N4,N5,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,
PASSERIFORMES,PARULINAE,Euthlypis,lachrymosa,3745,M,U,LT,F,0,,1900,1900,+,4,3,,,4,3,F7,F1,F4,F8,,,,Y,,,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Eutoxeres,condamini,1149,M,U,UT,U,0,,2750,2750,,4,3,,,2,2,F4,F1,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,
APODIFORMES,TROCHILIDAE,Eutoxeres,aquila,1148,M,U,UT,U,0,,2100,2100,,4,3,,,2,3,F4,F1,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,Y,,,,,,,,,,
FALCONIFORMES,FALCONIDAE,Falco,femoralis,413,L,T/C,LT,U,0,,4400,4400,+,4,2,,,6,13,N6,N9,N5,N7,N8,N14,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,,,,,Y,,,,,,,,,,,,,,,,Y,Y,,Y,,,,Y,Y,Y,Y,Y,,Y,Y,Y,,Y,Y
FALCONIFORMES,FALCONIDAE,Falco,sparverius,417,L,T/C,LS,F,0,,4400,4400,,4,3,,,7,21,N8,N1,N7,F7,F8,N13,N9,,,,,,,Y,Y,,,,,,,,Y,,,,,,Y,Y,Y,,,,Y,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
FALCONIFORMES,FALCONIDAE,Falco,peregrinus,415,M,T/A,LS,R,0,,2600,2600,,3,2,,R,4,9,A11,N2,F7E,F9E,,,,,,,,,,E,,E,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,,Y,,,,Y,Y,,Y,Y,,,,,Y,,,Y
FALCONIFORMES,FALCONIDAE,Falco,mexicanus,414,M,T/A,US,U,0,,2300,2300,,4,2,,R,2,3,N8,N2,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,,,,,,,,,,,,,,,
FALCONIFORMES,FALCONIDAE,Falco,deiroleucus,412,M,T/A,HT,R/P,0,,2000,2000,,3,1,,R,1,6,F1,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,Y,,Y,Y,Y,,,
FALCONIFORMES,FALCONIDAE,Falco,rufigularis,416,L,C/A,LT,F,0,,900,900,,4,3,,,4,9,F1E,F7E,F8E,F15,,,,E,,,,,,E,E,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,Y,Y,,,,,Y,,Y,Y,Y,Y,,
PASSERIFORMES,TROGLODYTIDAE,Ferminia,cerverai,2921,H,U,LT,R,0,,0,0,,1,1,CUB,,1,1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Florisuga,mellivora,1163,L,M/C,LT,F,0,,900,900,,4,3,,,2,5,F1,F15,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q,,Y,,Y,,,,,,,,Y,Y,,,,
PASSERIFORMES,TYRANNIDAE,Fluvicola,(pica) pica,2605,M,T,LT,F,0,,1000,1000,,4,2,,,3,3,A1,N11,F14,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,,Y,,,,,
PASSERIFORMES,TYRANNIDAE,Fluvicola,(nengeta) nengeta,2603,L,T,LT,F,0,,800,800,,4,2,,,2,2,N11,N14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,
PASSERIFORMES,TYRANNIDAE,Fluvicola,leucocephala,2603.5,M,T/C,LT,F,0,,600,600,,4,3,,,2,5,A1,N11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,,
PASSERIFORMES,TYRANNIDAE,Fluvicola,(nengeta) atripennis,2602,L,T,LT,F,0,,0,0,,4,2,MAN,,3,1,N11,N14,F14,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Fluvicola,(pica) albiventer,2604,M,T,LT,F,0,,0,0,,4,2,,,1,4,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,
PASSERIFORMES,FORMICARIIDAE,Formicarius,rufipectus,2189,H,T,UT,U,1100,,2200,1100,,4,3,,,1,3,F4,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,,,,,,,,,
PASSERIFORMES,FORMICARIIDAE,Formicarius,nigricapillus,2187,H,T,HT,U,0,,1800,1800,,3,2,,,2,4,F4,F1,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,Y,,,,,,,,,,
PASSERIFORMES,FORMICARIIDAE,Formicarius,analis,2185,M,T,LT,C,0,,1400,1400,,4,3,,,2,5,F1,F2,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,Y,,Y,Y,,,,
PASSERIFORMES,FORMICARIIDAE,Formicarius,colma,2186,H,T,LT,C,0,,750,750,,4,3,,,1,3,F1,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,
PASSERIFORMES,FORMICARIIDAE,Formicarius,rufifrons,2188,M,T,LT,R,0,,0,0,,3,2,RMW,,1,1,F3,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,
PASSERIFORMES,FORMICARIIDAE,Formicivora,grisea,2092,L,U/M,LT,C,0,,1500,1500,,4,3,,,4,6,F7,F15,F8,F12,,,,,,,,,,Y,Y,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,,Y,Y,Y,Y,,
PASSERIFORMES,FORMICARIIDAE,Formicivora,rufa,2095,L,U,LT,F/P,0,,1200,1200,,4,2,,,3,3,N6,N14,F12,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,,
PASSERIFORMES,FORMICARIIDAE,Formicivora,(serrana) serrana,2096.01,?,U/M,LT,U,0,,1100,1100,,3,2,o,,2,1,F1E,N14,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
